nHM,piPC09,PCD,X2Av,MLOGP,ON1V,N-072,B02[C-N],F04[C-O],logBCF
2,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(12.5-15]\'',0.78
3,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.5
0,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(2.213-2.924]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(5-7.5]\'',2.33
4,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',4.3
1,'\'(2.7948-3.7264]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1.93
4,'\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(0.304-0.518]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(5-7.5]\'',1.87
3,'\'(5.5896-6.5212]\'','\'(1.18-1.77]\'','\'(0.304-0.518]\'','\'(0.096-1.124]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(2.5-5]\'',0.41
0,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(2.924-3.635]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(5-7.5]\'',4.16
1,'\'(3.7264-4.658]\'','\'(0.59-1.18]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(3.635-4.346]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',0.93
1,'\'(5.5896-6.5212]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(5-7.5]\'',3.46
1,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',1
2,'\'(6.5212-7.4528]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',2.39
4,'\'(3.7264-4.658]\'','\'(0.59-1.18]\'','\'(0.304-0.518]\'','\'(1.124-2.152]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(10-12.5]\'',2.94
1,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(10-12.5]\'',0
0,'\'(6.5212-7.4528]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',3.13
2,'\'(7.4528-8.3844]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.01
2,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(1.374-1.588]\'','\'(1.124-2.152]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',0.53
2,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.732-0.946]\'','\'(1.124-2.152]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1.22
2,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.732-0.946]\'','\'(-0.932-0.096]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1.29
3,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(2.016-inf)\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1.18
2,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(1.124-2.152]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
0,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(0.096-1.124]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',0.54
2,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',0.84
0,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(0.096-1.124]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',0.23
2,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',0.86
3,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(0.096-1.124]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',0.13
4,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1.84
3,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1.66
0,'\'(-inf-0.9316]\'','\'(0.59-1.18]\'','\'(0.304-0.518]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.41
7,'\'(4.658-5.5896]\'','\'(0.59-1.18]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.95
0,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',0.91
1,'\'(5.5896-6.5212]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1.64
1,'\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.63
1,'\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(0.304-0.518]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(5-7.5]\'',3.49
0,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(10-12.5]\'',0.02
6,'\'(-inf-0.9316]\'','\'(0.59-1.18]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1.18
0,'\'(2.7948-3.7264]\'','\'(0.59-1.18]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.38
0,'\'(7.4528-8.3844]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.72
2,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',3.68
1,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(7.5-10]\'',0.01
4,'\'(1.8632-2.7948]\'','\'(-inf-0.59]\'','\'(0.732-0.946]\'','\'(3.18-4.208]\'','\'(2.924-3.635]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',3.48
1,'\'(2.7948-3.7264]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(4.346-5.057]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(12.5-15]\'',0.67
0,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',0.35
0,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1.22
2,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',0.71
3,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.518-0.732]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',0.62
3,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(1.124-2.152]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1.16
1,'\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(5-7.5]\'',2.85
2,'\'(4.658-5.5896]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(7.5-10]\'',-0.1
4,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1.07
0,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(0.096-1.124]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',0.62
1,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(7.5-10]\'',3.48
2,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',3.01
0,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.98
0,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1.52
0,'\'(4.658-5.5896]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(7.5-10]\'',2.75
0,'\'(5.5896-6.5212]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(2.924-3.635]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(7.5-10]\'',3.6
0,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(17.5-20]\'',3.09
1,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',0.53
1,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1.6
0,'\'(7.4528-8.3844]\'','\'(3.54-4.13]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',2.12
2,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(5-7.5]\'',0.11
1,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(7.5-10]\'',2.36
0,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',2.03
0,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(2.924-3.635]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(7.5-10]\'',1.85
1,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(3.635-4.346]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(7.5-10]\'',1.95
1,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(2.924-3.635]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(7.5-10]\'',3.78
5,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(2.5-5]\'',2.74
0,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3
1,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(10-12.5]\'',0.2
2,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(2.5-5]\'',2.81
0,'\'(6.5212-7.4528]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(5-7.5]\'',3.11
0,'\'(7.4528-8.3844]\'','\'(3.54-4.13]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.18
0,'\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.92
1,'\'(2.7948-3.7264]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1.52
1,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(5-7.5]\'',1.99
0,'\'(7.4528-8.3844]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(2.924-3.635]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(17.5-20]\'',1.41
0,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(7.5-10]\'',1.6
0,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(7.5-10]\'',2
0,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(2.924-3.635]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(15-17.5]\'',2.23
1,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(10-12.5]\'',1.11
0,'\'(7.4528-8.3844]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.36
1,'\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',2.4
0,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(15-17.5]\'',1.01
0,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1.41
3,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(0.304-0.518]\'','\'(0.096-1.124]\'','\'(0.791-1.502]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1.54
0,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.77
0,'\'(6.5212-7.4528]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',2.18
0,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',0.29
0,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(2.213-2.924]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(7.5-10]\'',2.52
0,'\'(0.9316-1.8632]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(4.208-5.236]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.22
1,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1.32
3,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.84
3,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.89
2,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1.17
6,'\'(-inf-0.9316]\'','\'(0.59-1.18]\'','\'(0.304-0.518]\'','\'(3.18-4.208]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.82
5,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.83
6,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(0.304-0.518]\'','\'(5.236-6.264]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3
5,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(0.304-0.518]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.45
6,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.43
5,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.67
4,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1.9
3,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1.92
1,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(0.096-1.124]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(5-7.5]\'',0.29
1,'\'(2.7948-3.7264]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1.95
0,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(5-7.5]\'',1.3
1,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1.44
0,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1.17
0,'\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(10-12.5]\'',1.14
0,'\'(-inf-0.9316]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(12.5-15]\'',0.1
1,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(5-7.5]\'',1.92
2,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(2.5-5]\'',2.05
1,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1.06
3,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1.84
1,'\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(0.304-0.518]\'','\'(5.236-6.264]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(7.5-10]\'',3.4
0,'\'(5.5896-6.5212]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1.73
0,'\'(6.5212-7.4528]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',3.28
